행정구역,2025년01월_총인구수,2025년01월_세대수,2025년01월_세대당 인구,2025년01월_남자 인구수,2025년01월_여자 인구수,2025년01월_남여 비율
경기도 화성시 새솔동(4159051500),"26,983","8,970",3.01,"13,544","13,439",1.01
경기도 화성시 진안동(4159052000),"49,824","23,280",2.14,"26,973","22,851",1.18
경기도 화성시 병점1동(4159053000),"36,266","15,901",2.28,"18,710","17,556",1.07
경기도 화성시 병점2동(4159054000),"22,491","8,764",2.57,"10,886","11,605",0.94
경기도 화성시 반월동(4159055000),"37,113","13,196",2.81,"18,745","18,368",1.02
경기도 화성시 기배동(4159056000),"15,925","6,095",2.61,"8,029","7,896",1.02
경기도 화성시 화산동(4159057000),"27,768","12,945",2.15,"14,692","13,076",1.12
경기도 화성시 동탄1동(4159058500),"50,119","20,776",2.41,"25,936","24,183",1.07
경기도 화성시 동탄2동(4159058600),"34,261","11,769",2.91,"16,775","17,486",0.96
경기도 화성시 동탄3동(4159058700),"40,403","17,533",2.3,"20,844","19,559",1.07
경기도 화성시 동탄4동(4159058800),"53,320","16,809",3.17,"26,619","26,701",1
경기도 화성시 동탄5동(4159059000),"47,969","21,646",2.22,"24,161","23,808",1.01
경기도 화성시 동탄6동(4159060000),"44,130","19,241",2.29,"22,627","21,503",1.05
경기도 화성시 동탄7동(4159061000),"57,081","22,465",2.54,"28,664","28,417",1.01
경기도 화성시 동탄8동(4159062000),"37,418","13,808",2.71,"18,769","18,649",1.01
경기도 화성시 동탄9동(4159063000),"46,089","17,906",2.57,"23,155","22,934",1.01
경기도 화성시동부출장소 (4159200000),0,0,0,0,0,0
경기도 화성시동탄출장소 (4159400000),0,0,0,0,0,0
경기도 광주시 (4161000000),"397,410","174,796",2.27,"202,553","194,857",1.04
경기도 광주시 초월읍(4161025300),"51,805","22,616",2.29,"26,731","25,074",1.07
경기도 광주시 곤지암읍(4161025900),"21,417","11,128",1.92,"11,556","9,861",1.17
경기도 광주시 도척면(4161033000),"9,078","4,988",1.82,"4,978","4,100",1.21
경기도 광주시 퇴촌면(4161034000),"15,517","7,560",2.05,"7,874","7,643",1.03
경기도 광주시 남종면(4161035000),"1,382",782,1.77,747,635,1.18
경기도 광주시 남한산성면(4161037000),"2,216","1,111",1.99,"1,139","1,077",1.06
경기도 광주시 경안동(4161051000),"28,038","13,038",2.15,"14,353","13,685",1.05
경기도 광주시 송정동(4161052000),"22,788","10,170",2.24,"11,535","11,253",1.03
경기도 광주시 쌍령동(4161054000),"17,402","7,038",2.47,"8,732","8,670",1.01
경기도 광주시 탄벌동(4161055000),"42,386","18,101",2.34,"21,518","20,868",1.03
경기도 광주시 광남1동(4161056000),"31,544","14,071",2.24,"16,199","15,345",1.06
경기도 광주시 광남2동(4161057000),"33,061","11,692",2.83,"16,366","16,695",0.98
경기도 광주시 오포1동(4161058000),"30,167","12,167",2.48,"15,331","14,836",1.03
경기도 광주시 오포2동(4161059000),"32,432","13,446",2.41,"16,484","15,948",1.03
경기도 광주시 신현동(4161060000),"35,644","16,706",2.13,"17,766","17,878",0.99
경기도 광주시 능평동(4161061000),"22,533","10,182",2.21,"11,244","11,289",1
경기도 양주시 (4163000000),"289,527","128,640",2.25,"145,726","143,801",1.01
경기도 양주시 백석읍(4163025000),"25,492","12,004",2.12,"12,876","12,616",1.02
경기도 양주시 은현면(4163031000),"5,155","2,947",1.75,"2,959","2,196",1.35
경기도 양주시 남면(4163032000),"6,127","3,545",1.73,"3,460","2,667",1.3
경기도 양주시 광적면(4163033000),"10,643","5,601",1.9,"5,771","4,872",1.18
경기도 양주시 장흥면(4163034000),"11,932","6,285",1.9,"6,026","5,906",1.02
경기도 양주시 양주1동(4163051000),"4,514","2,392",1.89,"2,330","2,184",1.07
경기도 양주시 양주2동(4163052000),"49,318","20,471",2.41,"24,069","25,249",0.95
경기도 양주시 회천1동(4163053000),"8,693","4,290",2.03,"4,542","4,151",1.09
경기도 양주시 회천2동(4163054000),"45,329","20,166",2.25,"22,786","22,543",1.01
경기도 양주시 회천3동(4163055000),"25,002","10,936",2.29,"12,393","12,609",0.98
경기도 양주시 옥정1동(4163057000),"39,530","17,767",2.22,"20,037","19,493",1.03
경기도 양주시 옥정2동(4163058000),"57,792","22,236",2.6,"28,477","29,315",0.97
경기도 포천시 (4165000000),"141,444","73,141",1.93,"74,760","66,684",1.12
경기도 포천시 소흘읍(4165025000),"42,759","19,762",2.16,"21,728","21,031",1.03
경기도 포천시 군내면(4165031000),"9,799","4,988",1.96,"5,187","4,612",1.12
경기도 포천시 내촌면(4165032000),"4,179","2,506",1.67,"2,440","1,739",1.4
경기도 포천시 가산면(4165033000),"6,919","4,040",1.71,"4,106","2,813",1.46
경기도 포천시 신북면(4165034000),"11,242","6,219",1.81,"6,223","5,019",1.24
경기도 포천시 창수면(4165035000),"2,018","1,159",1.74,"1,114",904,1.23
경기도 포천시 영중면(4165036000),"4,516","2,647",1.71,"2,419","2,097",1.15
경기도 포천시 일동면(4165037000),"8,867","4,837",1.83,"4,646","4,221",1.1
경기도 포천시 이동면(4165038000),"5,533","3,157",1.75,"3,004","2,529",1.19
경기도 포천시 영북면(4165039000),"7,412","4,166",1.78,"4,021","3,391",1.19
경기도 포천시 관인면(4165040000),"2,522","1,406",1.79,"1,320","1,202",1.1
경기도 포천시 화현면(4165041000),"2,385","1,344",1.77,"1,280","1,105",1.16
경기도 포천시 포천동(4165051000),"19,269","9,476",2.03,"9,713","9,556",1.02
경기도 포천시 선단동(4165052000),"14,024","7,434",1.89,"7,559","6,465",1.17
경기도 여주시 (4167000000),"114,562","56,456",2.03,"58,338","56,224",1.04
경기도 여주시 가남읍(4167025000),"14,135","7,338",1.93,"7,424","6,711",1.11
경기도 여주시 점동면(4167031000),"4,653","2,340",1.99,"2,401","2,252",1.07
경기도 여주시 흥천면(4167032000),"4,928","2,519",1.96,"2,620","2,308",1.14
경기도 여주시 금사면(4167033000),"2,856","1,591",1.8,"1,473","1,383",1.07
경기도 여주시 세종대왕면(4167034500),"5,745","3,005",1.91,"2,952","2,793",1.06
경기도 여주시 대신면(4167035000),"6,545","3,542",1.85,"3,402","3,143",1.08
경기도 여주시 북내면(4167036000),"4,671","2,488",1.88,"2,450","2,221",1.1
경기도 여주시 강천면(4167037000),"4,296","2,365",1.82,"2,232","2,064",1.08
경기도 여주시 산북면(4167038000),"2,444","1,241",1.97,"1,245","1,199",1.04
경기도 여주시 여흥동(4167051000),"20,628","10,496",1.97,"10,411","10,217",1.02
경기도 여주시 중앙동(4167052000),"25,416","11,365",2.24,"12,681","12,735",1
경기도 여주시 오학동(4167053000),"18,245","8,166",2.23,"9,047","9,198",0.98
경기도 연천군 (4180000000),"40,894","21,775",1.88,"21,405","19,489",1.1
경기도 연천군 연천읍(4180025000),"7,799","4,142",1.88,"4,170","3,629",1.15
경기도 연천군 전곡읍(4180025300),"17,801","8,771",2.03,"9,135","8,666",1.05
경기도 연천군 군남면(4180031000),"2,937","1,624",1.81,"1,556","1,381",1.13
경기도 연천군 청산면(4180032000),"4,073","2,434",1.67,"2,181","1,892",1.15
경기도 연천군 백학면(4180033000),"2,437","1,331",1.83,"1,294","1,143",1.13
경기도 연천군 미산면(4180034000),"1,632",947,1.72,886,746,1.19
경기도 연천군 왕징면(4180035000),962,567,1.7,517,445,1.16
경기도 연천군 신서면(4180036000),"2,391","1,478",1.62,"1,220","1,171",1.04
경기도 연천군 중면(4180037000),159,90,1.77,88,71,1.24
경기도 연천군 장남면(4180038000),703,391,1.8,358,345,1.04
경기도 가평군 (4182000000),"62,472","32,998",1.89,"32,165","30,307",1.06
경기도 가평군 가평읍(4182025000),"21,307","10,662",2,"10,792","10,515",1.03
경기도 가평군 설악면(4182031000),"9,687","5,371",1.8,"4,988","4,699",1.06
경기도 가평군 청평면(4182032500),"13,367","7,326",1.82,"6,838","6,529",1.05
경기도 가평군 상면(4182033000),"5,386","3,114",1.73,"2,836","2,550",1.11
경기도 가평군 조종면(4182034500),"9,181","4,362",2.1,"4,876","4,305",1.13
경기도 가평군 북면(4182035000),"3,544","2,163",1.64,"1,835","1,709",1.07
경기도 양평군 (4183000000),"126,792","63,110",2.01,"63,577","63,215",1.01
경기도 양평군 양평읍(4183025000),"37,726","17,332",2.18,"18,810","18,916",0.99
경기도 양평군 강상면(4183031000),"10,135","4,761",2.13,"5,049","5,086",0.99
경기도 양평군 강하면(4183032000),"4,836","2,654",1.82,"2,427","2,409",1.01
경기도 양평군 양서면(4183033000),"13,868","6,831",2.03,"6,834","7,034",0.97
경기도 양평군 옥천면(4183034000),"8,038","4,192",1.92,"4,095","3,943",1.04
경기도 양평군 서종면(4183035000),"9,860","5,080",1.94,"4,906","4,954",0.99
경기도 양평군 단월면(4183036000),"3,933","2,151",1.83,"2,027","1,906",1.06
경기도 양평군 청운면(4183037000),"3,725","2,167",1.72,"1,923","1,802",1.07
경기도 양평군 양동면(4183038000),"4,516","2,456",1.84,"2,283","2,233",1.02
경기도 양평군 지평면(4183039500),"6,635","3,643",1.82,"3,379","3,256",1.04
경기도 양평군 용문면(4183040000),"18,412","9,149",2.01,"9,233","9,179",1.01
경기도 양평군 개군면(4183041000),"5,108","2,694",1.9,"2,611","2,497",1.05
강원특별자치도  (5100000000),"1,515,822","764,301",1.98,"762,039","753,783",1.01
강원특별자치도 춘천시 (5111000000),"285,864","137,070",2.09,"141,059","144,805",0.97
강원특별자치도 춘천시 신북읍(5111025000),"7,057","3,633",1.94,"3,545","3,512",1.01
강원특별자치도 춘천시 동면(5111031000),"18,896","8,121",2.33,"9,283","9,613",0.97
강원특별자치도 춘천시 동산면(5111032000),"1,352",763,1.77,735,617,1.19
강원특별자치도 춘천시 신동면(5111033000),"2,561","1,226",2.09,"1,342","1,219",1.1
강원특별자치도 춘천시 남면(5111034000),"1,047",657,1.59,561,486,1.15
강원특별자치도 춘천시 서면(5111035000),"3,600","1,984",1.81,"1,859","1,741",1.07
강원특별자치도 춘천시 사북면(5111036000),"2,339","1,380",1.69,"1,170","1,169",1
강원특별자치도 춘천시 북산면(5111038000),947,619,1.53,539,408,1.32
강원특별자치도 춘천시 동내면(5111039000),"19,106","8,899",2.15,"9,583","9,523",1.01
강원특별자치도 춘천시 남산면(5111040000),"3,248","1,929",1.68,"1,703","1,545",1.1
강원특별자치도 춘천시 교동(5111052000),"3,790","2,660",1.42,"1,974","1,816",1.09
강원특별자치도 춘천시 조운동(5111053000),"2,509","1,569",1.6,"1,238","1,271",0.97
강원특별자치도 춘천시 약사명동(5111054500),"5,429","2,416",2.25,"2,660","2,769",0.96
강원특별자치도 춘천시 근화동(5111057000),"9,012","4,513",2,"4,522","4,490",1.01
강원특별자치도 춘천시 소양동(5111058000),"8,814","4,138",2.13,"4,273","4,541",0.94
강원특별자치도 춘천시 후평1동(5111060000),"11,132","6,341",1.76,"5,559","5,573",1
강원특별자치도 춘천시 후평2동(5111061000),"13,928","6,353",2.19,"6,603","7,325",0.9
강원특별자치도 춘천시 후평3동(5111061100),"19,494","8,953",2.18,"9,253","10,241",0.9
강원특별자치도 춘천시 효자1동(5111062000),"4,031","1,918",2.1,"2,000","2,031",0.98
강원특별자치도 춘천시 효자2동(5111063000),"12,478","8,639",1.44,"6,737","5,741",1.17
강원특별자치도 춘천시 효자3동(5111064000),"4,395","2,871",1.53,"2,228","2,167",1.03
강원특별자치도 춘천시 석사동(5111065000),"33,110","15,361",2.16,"16,337","16,773",0.97
강원특별자치도 춘천시 퇴계동(5111066000),"46,586","20,074",2.32,"22,260","24,326",0.92
강원특별자치도 춘천시 강남동(5111067500),"25,468","11,048",2.31,"12,355","13,113",0.94
강원특별자치도 춘천시 신사우동(5111070500),"25,535","11,005",2.32,"12,740","12,795",1
강원특별자치도 원주시 (5113000000),"362,159","173,682",2.09,"179,271","182,888",0.98
강원특별자치도 원주시 문막읍(5113025000),"17,200","8,932",1.93,"8,779","8,421",1.04
강원특별자치도 원주시 소초면(5113031000),"8,078","4,446",1.82,"4,312","3,766",1.14
강원특별자치도 원주시 호저면(5113032000),"3,338","1,799",1.86,"1,751","1,587",1.1
강원특별자치도 원주시 지정면(5113033000),"32,836","13,508",2.43,"16,141","16,695",0.97
강원특별자치도 원주시 부론면(5113035000),"2,128","1,290",1.65,"1,094","1,034",1.06
강원특별자치도 원주시 귀래면(5113036000),"2,095","1,218",1.72,"1,090","1,005",1.08
강원특별자치도 원주시 흥업면(5113037000),"9,456","5,473",1.73,"5,015","4,441",1.13
강원특별자치도 원주시 판부면(5113038000),"7,059","3,769",1.87,"3,750","3,309",1.13
강원특별자치도 원주시 신림면(5113039000),"3,573","2,028",1.76,"1,870","1,703",1.1
강원특별자치도 원주시 중앙동(5113051500),"2,231","1,486",1.5,"1,168","1,063",1.1
강원특별자치도 원주시 원인동(5113052000),"3,817","2,165",1.76,"1,807","2,010",0.9
강원특별자치도 원주시 개운동(5113053000),"12,010","5,807",2.07,"5,764","6,246",0.92
강원특별자치도 원주시 명륜1동(5113054100),"7,771","3,678",2.11,"3,665","4,106",0.89
강원특별자치도 원주시 명륜2동(5113054200),"18,386","9,042",2.03,"8,882","9,504",0.93
강원특별자치도 원주시 단구동(5113055000),"42,449","19,982",2.12,"20,752","21,697",0.96
강원특별자치도 원주시 일산동(5113056000),"8,192","4,633",1.77,"3,896","4,296",0.91
강원특별자치도 원주시 학성동(5113057500),"4,218","2,317",1.82,"2,059","2,159",0.95
강원특별자치도 원주시 단계동(5113059000),"27,573","13,172",2.09,"13,392","14,181",0.94
강원특별자치도 원주시 우산동(5113060000),"13,103","6,704",1.95,"6,978","6,125",1.14
강원특별자치도 원주시 태장1동(5113061000),"12,758","6,346",2.01,"6,356","6,402",0.99
강원특별자치도 원주시 태장2동(5113062000),"23,623","11,420",2.07,"11,823","11,800",1
강원특별자치도 원주시 봉산동(5113063500),"7,307","3,805",1.92,"3,572","3,735",0.96
강원특별자치도 원주시 행구동(5113065000),"8,686","3,621",2.4,"4,278","4,408",0.97
강원특별자치도 원주시 무실동(5113066000),"36,602","16,375",2.24,"17,907","18,695",0.96
강원특별자치도 원주시 반곡관설동(5113067500),"47,670","20,666",2.31,"23,170","24,500",0.95
강원특별자치도 강릉시 (5115000000),"207,543","104,268",1.99,"102,789","104,754",0.98
강원특별자치도 강릉시 주문진읍(5115025000),"15,454","8,826",1.75,"7,580","7,874",0.96
강원특별자치도 강릉시 성산면(5115031000),"3,410","1,766",1.93,"1,745","1,665",1.05
강원특별자치도 강릉시 왕산면(5115032000),"1,492",879,1.7,800,692,1.16
강원특별자치도 강릉시 구정면(5115033000),"4,103","2,020",2.03,"2,102","2,001",1.05
강원특별자치도 강릉시 강동면(5115034000),"3,775","2,151",1.75,"2,003","1,772",1.13
강원특별자치도 강릉시 옥계면(5115035000),"3,286","1,881",1.75,"1,703","1,583",1.08
강원특별자치도 강릉시 사천면(5115036000),"5,307","2,930",1.81,"2,694","2,613",1.03
강원특별자치도 강릉시 연곡면(5115037000),"6,408","3,464",1.85,"3,204","3,204",1
강원특별자치도 강릉시 홍제동(5115051000),"14,108","6,936",2.03,"6,819","7,289",0.94
강원특별자치도 강릉시 중앙동(5115052000),"4,291","2,624",1.64,"2,059","2,232",0.92
강원특별자치도 강릉시 옥천동(5115054000),"3,040","1,955",1.55,"1,538","1,502",1.02
강원특별자치도 강릉시 교1동(5115055000),"26,940","12,563",2.14,"13,215","13,725",0.96
강원특별자치도 강릉시 교2동(5115056000),"8,493","4,137",2.05,"4,180","4,313",0.97
강원특별자치도 강릉시 포남1동(5115057100),"10,445","5,775",1.81,"5,072","5,373",0.94
강원특별자치도 강릉시 포남2동(5115057200),"11,530","6,373",1.81,"5,697","5,833",0.98
강원특별자치도 강릉시 초당동(5115058000),"4,281","2,236",1.91,"2,078","2,203",0.94
강원특별자치도 강릉시 송정동(5115059000),"9,299","4,081",2.28,"4,427","4,872",0.91
강원특별자치도 강릉시 내곡동(5115060000),"18,180","8,627",2.11,"9,190","8,990",1.02
강원특별자치도 강릉시 강남동(5115061500),"16,174","7,965",2.03,"8,064","8,110",0.99
강원특별자치도 강릉시 성덕동(5115064500),"26,422","11,818",2.24,"12,945","13,477",0.96
강원특별자치도 강릉시 경포동(5115066500),"11,105","5,261",2.11,"5,674","5,431",1.04
강원특별자치도 동해시 (5117000000),"87,571","43,611",2.01,"44,439","43,132",1.03
강원특별자치도 동해시 천곡동(5117051000),"28,961","13,870",2.09,"14,329","14,632",0.98
강원특별자치도 동해시 송정동(5117052000),"3,406","2,101",1.62,"1,885","1,521",1.24
강원특별자치도 동해시 북삼동(5117053000),"21,449","9,862",2.17,"11,118","10,331",1.08
강원특별자치도 동해시 부곡동(5117054000),"4,610","2,541",1.81,"2,257","2,353",0.96
강원특별자치도 동해시 동호동(5117055000),"4,706","2,535",1.86,"2,383","2,323",1.03
강원특별자치도 동해시 발한동(5117057000),"3,003","1,834",1.64,"1,537","1,466",1.05
강원특별자치도 동해시 묵호동(5117059000),"2,696","1,618",1.67,"1,344","1,352",0.99
강원특별자치도 동해시 북평동(5117060000),"13,081","6,052",2.16,"6,668","6,413",1.04
강원특별자치도 동해시 망상동(5117063000),"3,193","1,757",1.82,"1,621","1,572",1.03
강원특별자치도 동해시 삼화동(5117065000),"2,466","1,441",1.71,"1,297","1,169",1.11
강원특별자치도 태백시 (5119000000),"37,875","20,224",1.87,"19,140","18,735",1.02
강원특별자치도 태백시 황지동(5119051500),"7,449","3,707",2.01,"3,712","3,737",0.99
강원특별자치도 태백시 황연동(5119052500),"3,725","2,166",1.72,"1,918","1,807",1.06
강원특별자치도 태백시 삼수동(5119053500),"4,929","2,636",1.87,"2,500","2,429",1.03
강원특별자치도 태백시 상장동(5119054000),"11,494","5,537",2.08,"5,832","5,662",1.03
강원특별자치도 태백시 문곡소도동(5119058500),"3,330","1,893",1.76,"1,652","1,678",0.98
강원특별자치도 태백시 장성동(5119059500),"3,102","1,787",1.74,"1,536","1,566",0.98
강원특별자치도 태백시 구문소동(5119060500),"2,104","1,344",1.57,"1,077","1,027",1.05
강원특별자치도 태백시 철암동(5119061500),"1,742","1,154",1.51,913,829,1.1
강원특별자치도 속초시 (5121000000),"80,754","41,209",1.96,"39,851","40,903",0.97
강원특별자치도 속초시 영랑동(5121051000),"4,369","2,544",1.72,"2,266","2,103",1.08
강원특별자치도 속초시 동명동(5121052000),"5,244","2,616",2,"2,576","2,668",0.97
강원특별자치도 속초시 금호동(5121054000),"5,512","2,977",1.85,"2,695","2,817",0.96
강원특별자치도 속초시 교동(5121056000),"8,780","4,707",1.87,"4,331","4,449",0.97
강원특별자치도 속초시 노학동(5121057000),"20,288","10,375",1.96,"10,108","10,180",0.99
강원특별자치도 속초시 조양동(5121058000),"29,040","13,647",2.13,"14,050","14,990",0.94
강원특별자치도 속초시 청호동(5121059000),"4,648","2,657",1.75,"2,332","2,316",1.01
강원특별자치도 속초시 대포동(5121060000),"2,873","1,686",1.7,"1,493","1,380",1.08
강원특별자치도 삼척시 (5123000000),"61,464","33,459",1.84,"31,279","30,185",1.04
강원특별자치도 삼척시 도계읍(5123025000),"8,674","5,596",1.55,"4,388","4,286",1.02
강원특별자치도 삼척시 원덕읍(5123025300),"3,067","2,058",1.49,"1,637","1,430",1.14
강원특별자치도 삼척시 원덕읍임원출장소(5123025400),"1,492",933,1.6,745,747,1
강원특별자치도 삼척시 근덕면(5123031000),"4,661","2,929",1.59,"2,406","2,255",1.07
강원특별자치도 삼척시 하장면(5123032000),"1,193",692,1.72,652,541,1.21
강원특별자치도 삼척시 노곡면(5123033000),677,433,1.56,374,303,1.23
강원특별자치도 삼척시 미로면(5123034000),"1,720","1,018",1.69,913,807,1.13
강원특별자치도 삼척시 가곡면(5123035000),663,419,1.58,338,325,1.04
강원특별자치도 삼척시 신기면(5123036000),640,414,1.55,356,284,1.25
강원특별자치도 삼척시 남양동(5123051000),"6,611","3,667",1.8,"3,250","3,361",0.97
강원특별자치도 삼척시 교동(5123053000),"15,154","6,748",2.25,"7,750","7,404",1.05
강원특별자치도 삼척시 정라동(5123054000),"9,653","4,860",1.99,"4,911","4,742",1.04
강원특별자치도 삼척시 성내동(5123057000),"7,259","3,692",1.97,"3,559","3,700",0.96
강원특별자치도 홍천군 (5172000000),"66,661","34,905",1.91,"34,408","32,253",1.07
강원특별자치도 홍천군 홍천읍(5172025000),"33,729","16,131",2.09,"17,071","16,658",1.02
강원특별자치도 홍천군 화촌면(5172031000),"4,207","2,463",1.71,"2,273","1,934",1.18
강원특별자치도 홍천군 두촌면(5172032000),"2,368","1,373",1.72,"1,191","1,177",1.01
강원특별자치도 홍천군 내촌면(5172033000),"2,410","1,435",1.68,"1,254","1,156",1.08
강원특별자치도 홍천군 서석면(5172034000),"3,629","1,980",1.83,"1,871","1,758",1.06
강원특별자치도 홍천군 영귀미면(5172035200),"4,040","2,193",1.84,"2,096","1,944",1.08
강원특별자치도 홍천군 남면(5172036000),"5,584","3,159",1.77,"2,990","2,594",1.15
강원특별자치도 홍천군 서면(5172037000),"3,747","2,317",1.62,"1,974","1,773",1.11
강원특별자치도 홍천군 북방면(5172038000),"4,026","2,215",1.82,"2,119","1,907",1.11
강원특별자치도 홍천군 내면(5172039000),"2,921","1,639",1.78,"1,569","1,352",1.16
강원특별자치도 횡성군 (5173000000),"46,037","24,039",1.92,"23,660","22,377",1.06
강원특별자치도 횡성군 횡성읍(5173025000),"20,669","9,680",2.14,"10,430","10,239",1.02
강원특별자치도 횡성군 우천면(5173031000),"4,313","2,419",1.78,"2,263","2,050",1.1
강원특별자치도 횡성군 안흥면(5173032000),"3,096","1,585",1.95,"1,581","1,515",1.04
강원특별자치도 횡성군 둔내면(5173033000),"5,946","3,275",1.82,"3,129","2,817",1.11
강원특별자치도 횡성군 갑천면(5173034000),"2,457","1,489",1.65,"1,279","1,178",1.09
강원특별자치도 횡성군 청일면(5173035000),"2,374","1,433",1.66,"1,207","1,167",1.03
강원특별자치도 횡성군 공근면(5173036000),"3,409","1,966",1.73,"1,775","1,634",1.09
강원특별자치도 횡성군 서원면(5173037000),"2,032","1,139",1.78,"1,091",941,1.16
강원특별자치도 횡성군 강림면(5173038000),"1,741","1,053",1.65,905,836,1.08
강원특별자치도 영월군 (5175000000),"36,603","21,070",1.74,"18,918","17,685",1.07
강원특별자치도 영월군 영월읍(5175025000),"19,755","10,545",1.87,"10,049","9,706",1.04
강원특별자치도 영월군 상동읍(5175025300),"1,018",701,1.45,534,484,1.1
강원특별자치도 영월군 산솔면(5175031200),"1,391",869,1.6,748,643,1.16
강원특별자치도 영월군 김삿갓면(5175032500),"1,775","1,115",1.59,934,841,1.11
